MOTIVO_D;DURACAO;ds_origem_sigla;ds_origem_nome;ds_destino_sigla;ds_destino_nome
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Comércio;40;BEL;BELEM;TAT;TATUAPE
Trabalho Indústria;10;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;45;BEL;BELEM;BVI;BELA VISTA
Trabalho Comércio;30;BEL;BELEM;TAT;TATUAPE
Trabalho Comércio;1;TAT;TATUAPE;TAT;TATUAPE
Trabalho Indústria;60;BEL;BELEM;BFU;BARRA FUNDA
Trabalho Indústria;5;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Serviços;60;BEL;BELEM;VMN;VILA MARIANA
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;25;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;20;BEL;BELEM;SEE;SE
Trabalho Serviços;5;SEE;SE;SEE;SE
Trabalho Comércio;15;BEL;BELEM;BEL;BELEM
Trabalho Serviços;40;BEL;BELEM;SCE;SANTA CECILIA
Trabalho Serviços;35;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;45;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;34;VSO;VILA SONIA;MOR;MORUMBI
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Comércio;25;BEL;BELEM;BEL;BELEM
Trabalho Serviços;90;BEL;BELEM;MOE;MOEMA
Trabalho Indústria;21;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;5;BEL;BELEM;BRS;BRAS
Trabalho Comércio;60;BEL;BELEM;VGL;VILA GUILHERME
Trabalho Serviços;70;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;3;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;47;BEL;BELEM;SEE;SE
Trabalho Comércio;10;BEL;BELEM;BRS;BRAS
Trabalho Comércio;10;BEL;BELEM;BRS;BRAS
Trabalho Comércio;10;BEL;BELEM;BRS;BRAS
Trabalho Comércio;10;BEL;BELEM;BRS;BRAS
Trabalho Serviços;70;BEL;BELEM;JAB;JABAQUARA
Trabalho Serviços;3;JAB;JABAQUARA;JAB;JABAQUARA
Trabalho Serviços;60;BEL;BELEM;VSO;VILA SONIA
Trabalho Serviços;10;BUT;BUTANTA;VSO;VILA SONIA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Procurar Emprego;30;BEL;BELEM;LIB;LIBERDADE
Trabalho Serviços;20;BEL;BELEM;BRE;BOM RETIRO
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;22;BEL;BELEM;SEE;SE
Trabalho Serviços;2;SEE;SE;SEE;SE
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;BFU;BARRA FUNDA
Trabalho Comércio;45;BEL;BELEM;PRA;PONTE RASA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;45;BEL;BELEM;REP;REPUBLICA
Trabalho Comércio;35;BEL;BELEM;VGL;VILA GUILHERME
Trabalho Indústria;30;BEL;BELEM;VFO;VILA FORMOSA
Trabalho Serviços;30;BEL;BELEM;VFO;VILA FORMOSA
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;15;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;35;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;40;BEL;BELEM;VLE;VILA LEOPOLDINA
Trabalho Serviços;15;API;ALTO DE PINHEIROS;BUT;BUTANTA
Trabalho Serviços;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Comércio;5;BEL;BELEM;BRS;BRAS
Trabalho Serviços;5;BEL;BELEM;BRS;BRAS
Trabalho Serviços;5;BEL;BELEM;BRS;BRAS
Trabalho Serviços;35;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Indústria;15;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;60;BEL;BELEM;CBE;CAMPO BELO
Trabalho Serviços;40;BEL;BELEM;SEE;SE
Trabalho Serviços;5;SEE;SE;SEE;SE
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Serviços;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Indústria;30;BEL;BELEM;SLU;SAO LUCAS
Trabalho Serviços;60;BEL;BELEM;PIN;PINHEIROS
Trabalho Serviços;65;BEL;BELEM;ITQ;ITAQUERA
Trabalho Serviços;2;ITQ;ITAQUERA;ITQ;ITAQUERA
Trabalho Comércio;95;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;37;BEL;BELEM;LIB;LIBERDADE
Trabalho Comércio;5;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;40;BEL;BELEM;VFO;VILA FORMOSA
Trabalho Serviços;22;BEL;BELEM;SEE;SE
Trabalho Indústria;25;BEL;BELEM;BFU;BARRA FUNDA
Trabalho Serviços;15;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;20;BEL;BELEM;VPR;VILA PRUDENTE
Trabalho Serviços;5;VPR;VILA PRUDENTE;VPR;VILA PRUDENTE
Trabalho Serviços;20;BEL;BELEM;VPR;VILA PRUDENTE
Trabalho Serviços;5;VPR;VILA PRUDENTE;VPR;VILA PRUDENTE
Trabalho Serviços;40;BEL;BELEM;REP;REPUBLICA
Trabalho Serviços;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;85;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Comércio;18;BEL;BELEM;TAT;TATUAPE
Trabalho Serviços;20;BEL;BELEM;TAT;TATUAPE
Trabalho Comércio;25;BEL;BELEM;PRI;PARI
Trabalho Serviços;40;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;70;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;36;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Serviços;60;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;3;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BRS;BRAS;BEL;BELEM
Trabalho Indústria;15;BEL;BELEM;BEL;BELEM
Trabalho Indústria;15;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Comércio;15;BEL;BELEM;BEL;BELEM
Trabalho Comércio;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;35;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;5;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;45;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;45;BEL;BELEM;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Comércio;25;BEL;BELEM;REP;REPUBLICA
Trabalho Serviços;35;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;40;BEL;BELEM;REP;REPUBLICA
Trabalho Serviços;57;BEL;BELEM;SAU;SAUDE
Trabalho Serviços;5;BVI;BELA VISTA;SAU;SAUDE
Trabalho Indústria;110;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Serviços;45;BEL;BELEM;PIN;PINHEIROS
Trabalho Serviços;120;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;30;BEL;BELEM;SEE;SE
Trabalho Serviços;70;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;40;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;30;BEL;BELEM;STN;SANTANA
Trabalho Serviços;3;BEL;BELEM;BEL;BELEM
Trabalho Serviços;40;BEL;BELEM;CON;CONSOLACAO
Trabalho Serviços;40;BEL;BELEM;CON;CONSOLACAO
Procurar Emprego;25;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;20;BEL;BELEM;MOO;MOOCA
Trabalho Serviços;105;BEL;BELEM;CGR;CAMPO GRANDE
Trabalho Indústria;50;BEL;BELEM;SAU;SAUDE
Trabalho Indústria;1;SAU;SAUDE;SAU;SAUDE
Trabalho Serviços;7;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;SAC;SACOMA
Trabalho Serviços;140;SAC;SACOMA;fora_sp;Fora São Paulo
Trabalho Serviços;30;IPI;IPIRANGA;BRS;BRAS
Trabalho Serviços;60;BEL;BELEM;SAC;SACOMA
Trabalho Serviços;140;SAC;SACOMA;fora_sp;Fora São Paulo
Trabalho Serviços;30;IPI;IPIRANGA;BRS;BRAS
Trabalho Serviços;90;BEL;BELEM;INI;ITAIM BIBI
Trabalho Comércio;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;INI;ITAIM BIBI
Trabalho Comércio;50;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;70;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;30;BEL;BELEM;CMB;CAMBUCI
Trabalho Serviços;5;CMB;CAMBUCI;CMB;CAMBUCI
Procurar Emprego;50;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;105;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;40;BEL;BELEM;SLU;SAO LUCAS
Trabalho Serviços;40;BEL;BELEM;CON;CONSOLACAO
Trabalho Serviços;20;BEL;BELEM;LIB;LIBERDADE
Trabalho Indústria;70;BEL;BELEM;JAC;JACANA
Trabalho Serviços;25;BEL;BELEM;SEE;SE
Trabalho Indústria;50;BEL;BELEM;PIN;PINHEIROS
Trabalho Indústria;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Indústria;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Indústria;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Indústria;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Indústria;90;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;40;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;30;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;80;BEL;BELEM;RPE;RIO PEQUENO
Trabalho Comércio;15;BEL;BELEM;TAT;TATUAPE
Trabalho Indústria;50;BEL;BELEM;SAM;SANTO AMARO
Trabalho Serviços;50;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;5;CON;CONSOLACAO;BVI;BELA VISTA
Trabalho Indústria;30;REP;REPUBLICA;REP;REPUBLICA
Trabalho Indústria;10;REP;REPUBLICA;BVI;BELA VISTA
Trabalho Indústria;10;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Indústria;30;BVI;BELA VISTA;BEL;BELEM
Trabalho Indústria;10;BEL;BELEM;BEL;BELEM
Trabalho Indústria;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;90;BEL;BELEM;BFU;BARRA FUNDA
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;70;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;75;BEL;BELEM;API;ALTO DE PINHEIROS
Trabalho Serviços;50;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;65;BEL;BELEM;CVE;CASA VERDE
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;45;BEL;BELEM;MAN;MANDAQUI
Trabalho Serviços;30;BEL;BELEM;BVI;BELA VISTA
Trabalho Serviços;5;JDP;JARDIM PAULISTA;BVI;BELA VISTA
Trabalho Serviços;50;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;15;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Indústria;20;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;20;BEL;BELEM;ARA;AGUA RASA
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Indústria;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Serviços;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;60;BEL;BELEM;ITQ;ITAQUERA
Procurar Emprego;90;BEL;BELEM;SEE;SE
Trabalho Serviços;60;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;90;BEL;BELEM;VMN;VILA MARIANA
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Comércio;4;BEL;BELEM;BEL;BELEM
Trabalho Comércio;20;BEL;BELEM;PRI;PARI
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Serviços;25;BEL;BELEM;JDP;JARDIM PAULISTA
Trabalho Serviços;10;BEL;BELEM;PRI;PARI
Trabalho Comércio;15;BEL;BELEM;BRS;BRAS
Trabalho Serviços;120;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;20;BEL;BELEM;SLU;SAO LUCAS
Trabalho Serviços;20;BEL;BELEM;SLU;SAO LUCAS
Trabalho Indústria;12;BEL;BELEM;BRS;BRAS
Trabalho Comércio;40;BEL;BELEM;STN;SANTANA
Trabalho Comércio;30;BEL;BELEM;VMR;VILA MARIA
Trabalho Comércio;35;BEL;BELEM;CAR;CARRAO
Trabalho Serviços;30;BEL;BELEM;BRS;BRAS
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Indústria;40;BEL;BELEM;SEE;SE
Trabalho Serviços;25;BEL;BELEM;BRS;BRAS
Trabalho Indústria;80;BEL;BELEM;SMT;SAO MATEUS
Trabalho Serviços;5;BEL;BELEM;BEL;BELEM
Trabalho Indústria;40;BEL;BELEM;SAM;SANTO AMARO
Trabalho Indústria;5;SAM;SANTO AMARO;SAM;SANTO AMARO
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Serviços;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BEL;BELEM;VGL;VILA GUILHERME
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Comércio;20;BEL;BELEM;PRI;PARI
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Comércio;5;BEL;BELEM;BEL;BELEM
Trabalho Indústria;30;BEL;BELEM;MOO;MOOCA
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;15;BEL;BELEM;BRS;BRAS
Trabalho Comércio;3;BEL;BELEM;BEL;BELEM
Trabalho Comércio;3;BEL;BELEM;BEL;BELEM
Trabalho Comércio;25;BEL;BELEM;BRS;BRAS
Trabalho Comércio;30;BEL;BELEM;BRS;BRAS
Trabalho Serviços;65;BEL;BELEM;INI;ITAIM BIBI
Trabalho Serviços;100;BEL;BELEM;VSO;VILA SONIA
Trabalho Serviços;45;BEL;BELEM;BVI;BELA VISTA
Trabalho Comércio;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;50;BEL;BELEM;PIN;PINHEIROS
Trabalho Serviços;5;PIN;PINHEIROS;PIN;PINHEIROS
Trabalho Comércio;1;BEL;BELEM;BEL;BELEM
Trabalho Comércio;15;BEL;BELEM;BRS;BRAS
Trabalho Comércio;40;BEL;BELEM;BRE;BOM RETIRO
Trabalho Serviços;55;BEL;BELEM;VMN;VILA MARIANA
Trabalho Indústria;95;BEL;BELEM;BFU;BARRA FUNDA
Trabalho Serviços;10;BEL;BELEM;BRS;BRAS
Trabalho Comércio;5;BEL;BELEM;PRI;PARI
Trabalho Comércio;5;BEL;BELEM;PRI;PARI
Trabalho Indústria;10;BEL;BELEM;BEL;BELEM
Trabalho Serviços;60;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;60;BEL;BELEM;fora_sp;Fora São Paulo
Trabalho Serviços;60;BEL;BELEM;CON;CONSOLACAO
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;20;BEL;BELEM;CMB;CAMBUCI
Trabalho Comércio;20;VGL;VILA GUILHERME;CMB;CAMBUCI
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;2;BEL;BELEM;BEL;BELEM
Trabalho Comércio;20;BEL;BELEM;BRS;BRAS
Trabalho Comércio;7;BEL;BELEM;PRI;PARI
Trabalho Comércio;7;BEL;BELEM;PRI;PARI
Trabalho Comércio;1;BEL;BELEM;BEL;BELEM
Trabalho Comércio;1;BEL;BELEM;BEL;BELEM
Trabalho Serviços;50;BEL;BELEM;VPR;VILA PRUDENTE
Trabalho Serviços;20;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;MOO;MOOCA
Trabalho Indústria;5;BRS;BRAS;BEL;BELEM
Trabalho Serviços;6;BRS;BRAS;BRS;BRAS
Trabalho Serviços;60;BRS;BRAS;REP;REPUBLICA
Trabalho Serviços;5;REP;REPUBLICA;REP;REPUBLICA
Trabalho Serviços;25;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Serviços;5;BRS;BRAS;MOO;MOOCA
Trabalho Comércio;15;BRS;BRAS;MOO;MOOCA
Trabalho Comércio;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;60;BRS;BRAS;JAB;JABAQUARA
Trabalho Indústria;22;BRS;BRAS;BRE;BOM RETIRO
Trabalho Serviços;30;BRS;BRAS;VGL;VILA GUILHERME
Trabalho Serviços;5;VGL;VILA GUILHERME;VGL;VILA GUILHERME
Trabalho Serviços;50;BRS;BRAS;TUC;TUCURUVI
Trabalho Serviços;45;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;10;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;40;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;90;BRS;BRAS;LAP;LAPA
Trabalho Serviços;15;BRS;BRAS;JDP;JARDIM PAULISTA
Trabalho Serviços;5;JDP;JARDIM PAULISTA;JDP;JARDIM PAULISTA
Trabalho Comércio;20;BRS;BRAS;CON;CONSOLACAO
Trabalho Serviços;73;BRS;BRAS;API;ALTO DE PINHEIROS
Trabalho Serviços;10;INI;ITAIM BIBI;API;ALTO DE PINHEIROS
Trabalho Serviços;5;BRS;BRAS;BEL;BELEM
Trabalho Serviços;35;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;1;BVI;BELA VISTA;BVI;BELA VISTA
Trabalho Serviços;60;BRS;BRAS;CON;CONSOLACAO
Trabalho Comércio;75;BRS;BRAS;PDR;PEDREIRA
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Serviços;60;BRS;BRAS;VMN;VILA MARIANA
Trabalho Serviços;3;VMN;VILA MARIANA;VMN;VILA MARIANA
Trabalho Indústria;90;BRS;BRAS;BUT;BUTANTA
Trabalho Serviços;45;BRS;BRAS;SEE;SE
Trabalho Serviços;30;BRS;BRAS;TAT;TATUAPE
Trabalho Serviços;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;30;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;10;BRS;BRAS;ARA;AGUA RASA
Trabalho Serviços;10;BRS;BRAS;ARA;AGUA RASA
Trabalho Serviços;1;BRS;BRAS;BRS;BRAS
Trabalho Serviços;1;BRS;BRAS;BRS;BRAS
Trabalho Serviços;10;BRS;BRAS;ARA;AGUA RASA
Trabalho Serviços;40;BRS;BRAS;SAC;SACOMA
Trabalho Serviços;20;BRS;BRAS;VMT;VILA MATILDE
Trabalho Serviços;50;BRS;BRAS;CON;CONSOLACAO
Trabalho Comércio;10;MOO;MOOCA;ARA;AGUA RASA
Trabalho Comércio;15;BRS;BRAS;ARA;AGUA RASA
Trabalho Serviços;10;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;20;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;40;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Comércio;60;BRS;BRAS;SAM;SANTO AMARO
Trabalho Comércio;60;BRS;BRAS;SAM;SANTO AMARO
Trabalho Serviços;30;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Comércio;20;BRS;BRAS;BRS;BRAS
Trabalho Serviços;20;BRS;BRAS;SEE;SE
Trabalho Serviços;20;BRS;BRAS;BRS;BRAS
Trabalho Serviços;50;BRS;BRAS;INI;ITAIM BIBI
Trabalho Serviços;10;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;30;BRS;BRAS;INI;ITAIM BIBI
Trabalho Serviços;3;INI;ITAIM BIBI;INI;ITAIM BIBI
Trabalho Serviços;60;BRS;BRAS;LAP;LAPA
Trabalho Serviços;3;LAP;LAPA;LAP;LAPA
Trabalho Comércio;75;BRS;BRAS;FRE;FREGUESIA DO O
Trabalho Comércio;5;BFU;BARRA FUNDA;FRE;FREGUESIA DO O
Trabalho Comércio;30;BRS;BRAS;LIB;LIBERDADE
Trabalho Comércio;75;LIB;LIBERDADE;FRE;FREGUESIA DO O
Trabalho Comércio;5;BFU;BARRA FUNDA;FRE;FREGUESIA DO O
Trabalho Serviços;30;BRS;BRAS;LIB;LIBERDADE
Trabalho Comércio;30;BRS;BRAS;BRS;BRAS
Trabalho Comércio;35;BRS;BRAS;BRS;BRAS
Trabalho Indústria;30;BRS;BRAS;CAR;CARRAO
Trabalho Serviços;20;BRS;BRAS;TAT;TATUAPE
Trabalho Serviços;3;TAT;TATUAPE;TAT;TATUAPE
Trabalho Serviços;20;BRS;BRAS;SEE;SE
Trabalho Serviços;14;MOO;MOOCA;MOO;MOOCA
Trabalho Serviços;55;BRS;BRAS;ITQ;ITAQUERA
Trabalho Serviços;70;BRS;BRAS;BFU;BARRA FUNDA
Trabalho Serviços;2;BFU;BARRA FUNDA;BFU;BARRA FUNDA
Trabalho Indústria;20;BRS;BRAS;MOO;MOOCA
Trabalho Indústria;80;BRS;BRAS;JRE;JAGUARE
Trabalho Indústria;2;JRE;JAGUARE;JRE;JAGUARE
Trabalho Indústria;20;BRS;BRAS;MOO;MOOCA
Trabalho Indústria;20;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;25;BRS;BRAS;VMR;VILA MARIA
Trabalho Serviços;30;BRS;BRAS;SLU;SAO LUCAS
Trabalho Serviços;40;BRS;BRAS;INI;ITAIM BIBI
Trabalho Serviços;55;BRS;BRAS;SEE;SE
Trabalho Serviços;5;SEE;SE;SEE;SE
Trabalho Serviços;50;BRS;BRAS;SEE;SE
Trabalho Serviços;25;BRS;BRAS;REP;REPUBLICA
Trabalho Serviços;25;BRS;BRAS;REP;REPUBLICA
Trabalho Comércio;60;BRS;BRAS;CMB;CAMBUCI
Trabalho Comércio;8;CMB;CAMBUCI;CMB;CAMBUCI
Trabalho Comércio;30;BRS;BRAS;SEE;SE
Trabalho Serviços;55;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;2;JDP;JARDIM PAULISTA;BVI;BELA VISTA
Trabalho Comércio;50;BRS;BRAS;SCE;SANTA CECILIA
Trabalho Serviços;20;BRS;BRAS;CMB;CAMBUCI
Trabalho Serviços;60;BRS;BRAS;CBE;CAMPO BELO
Trabalho Serviços;2;CBE;CAMPO BELO;CBE;CAMPO BELO
Trabalho Serviços;110;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Comércio;1;BRS;BRAS;BRS;BRAS
Trabalho Serviços;40;BRS;BRAS;IPA;ITAIM PAULISTA
Trabalho Comércio;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;10;BRS;BRAS;BEL;BELEM
Trabalho Serviços;25;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Serviços;40;BRS;BRAS;BVI;BELA VISTA
Trabalho Serviços;50;BRS;BRAS;REP;REPUBLICA
Trabalho Comércio;5;BRS;BRAS;TAT;TATUAPE
Trabalho Serviços;120;BRS;BRAS;JAR;JARAGUA
Trabalho Serviços;12;BRS;BRAS;BEL;BELEM
Trabalho Serviços;5;BRS;BRAS;BEL;BELEM
Trabalho Serviços;20;BRS;BRAS;BEL;BELEM
Trabalho Serviços;2;BEL;BELEM;BEL;BELEM
Trabalho Serviços;30;BRS;BRAS;SMI;SAO MIGUEL
Trabalho Comércio;40;BRS;BRAS;SLU;SAO LUCAS
Trabalho Serviços;40;BRS;BRAS;SLU;SAO LUCAS
Trabalho Serviços;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;5;MOO;MOOCA;MOO;MOOCA
Trabalho Comércio;10;BRS;BRAS;BRS;BRAS
Trabalho Comércio;30;BRS;BRAS;TAT;TATUAPE
Trabalho Comércio;50;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Serviços;40;BRS;BRAS;PRI;PARI
Trabalho Serviços;85;BRS;BRAS;CLD;CIDADE LIDER
Trabalho Serviços;30;BRS;BRAS;JDP;JARDIM PAULISTA
Trabalho Serviços;40;BRS;BRAS;STN;SANTANA
Trabalho Serviços;35;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Serviços;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;3;MOO;MOOCA;MOO;MOOCA
Trabalho Serviços;15;BRS;BRAS;MOO;MOOCA
Trabalho Serviços;3;MOO;MOOCA;MOO;MOOCA
Trabalho Comércio;40;BRS;BRAS;LIB;LIBERDADE
Trabalho Comércio;40;BRS;BRAS;REP;REPUBLICA
Trabalho Serviços;70;BRS;BRAS;JAC;JACANA
Trabalho Serviços;25;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Serviços;30;BRS;BRAS;ARA;AGUA RASA
Trabalho Serviços;30;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Serviços;90;BRS;BRAS;fora_sp;Fora São Paulo
Trabalho Serviços;30;BRS;BRAS;VPR;VILA PRUDENTE
Trabalho Indústria;10;BRS;BRAS;BRS;BRAS
